FA1,GGBS,SF,MK,FA2,CA,Molarity,NaOH,Na2SiO3,Water,F_V (vol%),F_D,F_L,F_M,days,Tem,Com
420.862,184.242,92.686,0.0,640.642,535.756,9.489,96.375,234.962,0.0,0.492,0.15,4.491,59.379,10.896,23.481,41.127
382.782,182.258,43.009,0.0,650.262,823.29,12.434,58.688,132.787,9.997,0.296,0.055,2.785,42.863,12.255,27.081,35.745
790.135,182.629,97.574,0.0,852.128,0.0,12.024,132.67,347.083,0.0,1.713,0.802,8.145,135.804,0.0,26.24,15.461
578.964,110.9,55.265,0.0,405.075,681.038,12.172,92.87,208.079,0.0,0.693,0.609,4.659,84.887,12.406,26.134,27.797
592.81,252.779,61.621,0.0,1422.227,0.0,12.78,113.32,332.943,0.0,1.373,0.346,2.965,66.778,0.0,31.623,25.436
54.103,432.16,62.582,60.732,997.06,764.668,14.357,38.275,223.248,50.917,0.0,0.0,0.0,0.0,17.406,46.567,45.702
433.568,122.332,42.539,0.0,449.574,1036.857,12.581,52.988,124.198,0.0,0.0,0.0,0.0,0.0,6.463,26.321,24.033
0.0,589.89,136.329,19.616,1066.376,604.475,12.092,22.872,236.109,15.676,0.0,0.0,0.0,0.0,26.862,39.291,67.514
386.253,170.581,29.357,0.0,903.045,652.219,13.164,67.123,177.009,15.339,0.357,0.149,2.668,45.021,12.98,26.505,37.371
0.0,488.446,95.691,121.718,921.464,744.39,15.59,26.561,211.072,60.307,0.0,0.0,0.0,0.0,25.712,47.858,58.157
178.16,361.926,53.386,37.93,772.489,825.729,14.183,62.847,177.649,31.674,0.712,0.063,8.233,87.28,22.538,38.738,57.783
109.95,237.52,54.855,72.328,883.642,841.349,12.514,67.024,225.848,5.112,0.115,0.195,0.641,38.432,16.366,35.011,39.391
257.225,147.621,33.85,98.532,658.476,870.967,15.415,49.498,137.656,33.85,0.149,0.189,1.751,48.417,26.994,29.483,30.985
496.646,145.311,30.169,0.0,783.116,540.648,13.901,77.2,177.251,8.489,0.486,0.541,1.664,50.407,0.468,31.814,25.193
370.95,127.265,47.794,18.503,417.825,1178.392,12.135,28.149,145.793,0.0,0.0,0.0,0.0,0.0,10.281,27.247,22.406
503.562,161.03,34.52,0.0,1261.963,42.241,12.738,83.327,253.402,0.0,0.773,0.232,0.505,30.451,8.533,27.024,26.286
299.665,251.488,45.219,26.79,788.365,714.909,13.695,67.207,155.825,22.356,0.527,0.247,5.574,53.534,18.585,33.445,44.75
239.096,189.73,33.958,71.583,736.71,905.14,14.531,33.407,124.048,37.481,0.0,0.0,0.0,0.0,22.663,28.648,33.172
660.508,449.309,148.815,0.0,21.899,533.538,13.782,92.824,249.391,0.0,2.282,1.935,24.037,281.916,0.0,52.112,56.109
546.349,233.96,44.844,0.0,356.658,835.351,14.173,68.721,169.417,10.54,0.898,0.871,7.768,124.772,0.0,40.599,30.351
486.189,247.475,62.686,0.0,1612.956,0.0,12.351,85.975,304.838,0.0,1.621,0.075,6.611,67.867,4.662,32.34,40.344
366.438,150.922,37.659,38.321,677.818,824.389,13.331,67.446,156.173,11.95,0.455,0.298,4.114,43.33,18.581,28.847,33.046
610.985,163.499,68.902,0.0,1235.312,0.0,10.587,134.092,321.462,0.0,1.02,0.204,0.562,42.551,3.033,24.924,25.318
279.89,184.286,36.277,70.306,800.729,686.702,14.461,72.296,187.262,25.532,0.37,0.449,5.509,45.159,31.457,35.332,37.3
628.989,158.823,56.243,0.0,658.752,282.781,14.273,87.89,214.913,5.135,0.922,1.092,4.674,107.318,0.0,34.684,20.475
896.577,109.128,94.038,0.0,537.364,0.0,11.507,141.358,322.124,0.0,1.65,1.234,10.104,140.341,0.0,27.266,10.97
413.755,311.27,58.004,0.0,1423.478,0.0,13.237,71.689,263.058,0.197,1.109,0.036,4.334,55.737,4.363,34.706,39.303
415.785,270.764,59.697,0.0,858.298,443.447,12.206,77.23,193.713,5.858,1.038,0.165,9.364,77.533,16.07,27.944,58.161
372.118,298.713,66.378,0.0,583.75,621.021,12.167,62.937,179.511,13.265,0.976,0.007,12.515,103.355,16.462,33.972,60.893
258.39,503.117,126.597,0.0,474.827,945.055,13.275,38.79,176.763,27.783,1.231,0.116,13.301,146.219,8.25,41.136,67.475
592.01,243.762,64.039,0.0,1161.793,0.0,12.493,135.336,322.841,1.35,0.91,0.097,1.827,74.223,0.0,37.915,22.89
395.079,150.714,38.861,0.0,605.206,909.244,12.109,59.692,156.6,11.924,0.146,0.009,0.524,35.679,13.069,26.2,34.084
208.873,1137.196,230.166,0.0,532.026,460.583,15.554,32.557,269.645,79.081,2.95,0.557,27.289,342.189,0.0,70.393,121.55
252.295,123.549,35.516,72.544,733.511,938.745,13.238,44.632,152.078,17.465,0.114,0.31,1.509,42.82,21.335,28.925,31.798
328.513,223.636,31.614,16.787,901.916,520.169,12.513,96.929,217.388,19.845,0.266,0.062,3.724,45.644,20.724,31.471,42.357
476.255,177.606,45.567,0.0,836.158,364.164,11.784,95.641,213.177,1.717,0.887,0.349,6.137,68.84,4.615,26.196,39.202
520.078,126.016,34.258,0.0,622.217,657.571,12.279,81.312,171.038,7.911,0.501,0.371,4.347,49.461,6.918,24.911,33.104
659.834,438.447,124.908,0.0,516.451,208.859,13.864,136.299,286.482,18.802,1.821,1.686,8.934,203.816,0.0,52.542,42.125
486.309,197.131,44.58,0.0,1193.852,57.242,13.057,93.59,243.816,6.327,0.927,0.299,1.893,48.763,8.422,30.235,30.625
558.814,81.145,36.843,0.0,722.59,570.75,12.156,85.054,193.89,0.0,0.483,0.063,0.151,37.67,8.326,22.535,21.483
481.686,165.686,45.907,0.0,725.945,623.885,12.027,78.767,178.013,10.096,0.515,0.122,3.882,45.528,11.057,25.821,32.01
24.721,421.491,84.158,74.621,1273.905,467.435,14.053,45.014,262.332,22.934,0.0,0.0,0.0,0.0,24.623,52.701,46.222
365.638,168.69,30.848,3.081,842.021,721.28,12.611,54.745,151.184,15.395,0.326,0.215,0.244,36.359,20.015,28.142,35.128
257.1,481.793,91.138,0.0,879.569,578.003,14.862,66.08,253.276,45.35,1.044,0.163,9.963,149.717,8.034,51.689,50.277
606.074,234.279,92.41,0.0,589.428,257.167,10.45,169.313,334.509,2.585,0.615,0.144,1.684,87.807,0.247,37.979,30.673
421.91,191.619,29.374,0.0,731.841,625.72,12.918,80.435,170.533,6.32,0.609,0.118,6.2,63.529,9.352,27.334,38.622
478.77,162.486,40.642,0.0,919.497,388.937,12.426,90.894,216.108,5.721,0.581,0.302,2.8,59.84,2.302,29.397,34.007
321.148,343.59,61.663,0.0,1167.353,135.825,13.267,64.672,233.638,12.068,0.979,0.073,4.027,70.323,4.418,30.17,52.906
462.003,213.077,40.776,0.0,1121.489,143.11,12.531,97.486,232.419,9.371,0.755,0.257,3.361,60.867,3.746,35.886,33.491
476.274,193.34,40.488,0.0,1431.291,0.0,12.259,94.176,253.817,0.0,1.118,0.166,1.571,34.62,10.453,27.704,36.384
503.517,117.557,64.957,0.0,282.736,1054.267,11.368,65.471,154.965,0.0,0.0,0.0,0.0,0.0,0.0,23.455,13.815
472.448,128.246,34.446,0.0,706.522,678.278,12.565,71.78,145.994,8.269,0.431,0.524,3.541,48.823,13.178,29.062,34.48
354.368,181.382,36.613,19.024,676.78,805.528,13.532,74.475,168.175,27.882,0.442,0.304,4.837,44.965,14.881,34.799,37.018
417.851,207.136,38.405,0.0,678.555,666.714,14.02,68.12,140.426,27.051,0.565,0.067,7.31,75.053,11.269,35.394,38.011
342.69,347.358,73.532,0.0,678.289,603.691,11.634,116.408,249.033,16.03,0.427,0.166,0.038,64.915,0.0,45.485,35.832
289.108,1018.803,231.123,0.0,779.339,30.436,14.151,48.557,354.134,44.68,2.881,0.34,24.188,294.76,0.0,59.031,116.758
670.152,116.113,47.021,0.0,943.397,105.831,13.68,81.437,220.781,0.0,0.813,0.322,1.039,45.36,0.0,26.588,10.899
405.842,424.228,131.988,3.7,332.45,842.439,13.688,83.419,224.864,3.429,1.491,0.87,16.462,169.859,5.414,48.534,66.321
315.853,337.042,51.213,4.828,733.142,741.201,13.232,61.41,165.529,36.819,0.411,0.144,2.504,75.739,1.596,37.703,47.09
400.297,353.461,60.837,0.0,932.992,237.523,14.085,79.124,247.775,34.085,0.871,0.113,7.117,102.357,0.0,42.747,43.329
436.918,105.541,36.508,0.0,588.383,837.884,12.774,64.769,142.131,11.43,0.34,0.144,2.388,42.61,20.596,26.34,34.785
54.87,328.792,70.03,126.734,844.823,855.967,13.849,45.758,215.621,31.205,0.148,0.176,3.792,62.311,23.656,39.532,51.843
552.911,265.144,64.687,0.0,999.621,108.123,13.906,94.941,249.579,17.816,0.754,0.382,2.876,87.116,0.0,44.638,21.448
453.614,242.763,64.67,0.0,627.856,571.53,13.444,73.837,172.513,23.235,0.915,0.208,10.43,101.574,10.951,30.086,43.263
588.111,275.219,56.553,0.0,860.302,126.17,13.337,107.868,248.507,14.315,1.095,1.031,4.623,112.199,0.0,36.023,26.276
193.298,316.268,89.622,18.322,634.646,815.864,14.689,59.479,195.724,40.296,0.459,0.232,8.613,68.661,32.183,40.421,52.752
0.0,887.994,292.667,0.0,694.8,845.476,7.547,90.421,411.642,0.0,0.0,0.0,0.0,0.0,11.207,51.041,71.826
265.712,164.942,31.857,56.728,723.659,945.654,12.261,52.522,154.968,17.657,0.143,0.245,2.116,28.333,26.929,28.803,33.648
0.0,409.411,80.974,65.345,1076.178,638.629,12.805,34.554,221.8,21.443,0.0,0.0,0.0,0.0,28.144,36.106,48.01
682.496,239.275,93.377,0.0,1092.676,0.0,12.516,138.243,339.427,0.0,1.359,0.048,3.723,83.405,0.0,35.981,15.862
625.522,196.66,77.438,0.0,1230.474,0.0,11.757,152.277,361.588,0.309,1.002,0.181,2.368,65.063,0.015,46.455,15.418
400.883,170.043,24.646,0.0,967.926,520.96,12.897,68.477,189.473,13.664,0.539,0.261,3.137,47.826,8.407,27.639,33.09
274.987,1259.89,249.007,0.0,361.106,387.907,14.329,52.628,277.691,74.945,2.718,0.74,24.758,348.688,0.0,75.116,120.664
350.852,144.234,18.085,29.693,737.093,836.593,13.064,63.521,150.904,16.497,0.22,0.176,1.431,38.711,13.7,26.741,30.472
450.249,257.985,40.486,0.0,1732.308,0.0,12.683,88.998,300.874,0.0,1.355,0.118,2.46,41.775,4.04,31.6,41.095
371.415,201.925,76.068,0.0,515.496,944.43,10.75,61.049,178.558,0.0,0.456,0.36,4.534,82.176,16.032,26.149,41.395
196.176,249.836,34.007,51.829,872.997,952.77,13.976,64.03,197.119,27.318,0.176,0.54,1.946,53.405,18.097,37.257,39.572
391.911,402.424,108.251,0.0,774.396,492.379,11.212,57.865,209.78,8.12,1.086,0.002,12.241,119.769,15.755,27.076,65.569
316.304,1845.04,392.938,0.0,911.342,0.0,17.851,54.795,490.529,109.248,4.373,0.014,27.934,516.316,0.0,125.6,140.839
444.702,376.35,98.949,0.0,471.387,715.732,13.384,102.587,237.721,19.926,1.156,0.8,9.236,152.736,0.0,48.954,44.405
574.643,247.742,60.941,0.0,1467.31,0.0,13.56,85.432,304.982,0.0,1.072,0.528,1.749,59.717,0.0,35.503,18.782
562.742,111.519,31.488,0.0,720.014,473.478,12.312,82.224,190.29,3.706,0.531,0.446,1.455,35.975,11.104,24.383,24.171
34.869,1655.372,333.799,0.0,569.92,220.406,17.005,46.549,391.056,108.608,2.966,0.498,20.876,375.583,0.0,102.478,145.845
453.282,425.065,130.461,0.0,381.121,601.573,12.912,87.775,226.246,21.454,1.486,0.285,16.005,188.03,0.0,43.325,52.47
554.075,312.042,149.65,0.0,281.007,626.113,10.553,119.254,237.763,0.0,0.964,0.115,9.468,131.624,0.0,35.991,42.09
487.893,401.412,102.603,0.0,454.874,536.061,12.382,73.225,200.875,16.98,1.436,0.536,16.886,180.129,0.0,39.905,56.729
491.043,139.8,48.119,0.0,637.368,610.268,12.245,94.317,180.073,0.046,0.734,0.383,6.585,70.515,10.415,29.464,36.728
504.496,114.339,34.961,0.0,495.303,833.206,13.503,71.864,132.073,9.872,0.245,0.107,0.811,33.554,10.052,27.36,24.734
411.418,192.095,22.462,0.0,1016.696,416.263,12.808,77.569,184.086,14.775,0.58,0.454,2.372,34.457,16.294,28.42,41.165
435.594,183.606,33.016,0.0,1277.734,121.715,12.863,80.523,247.304,4.614,0.807,0.211,0.613,29.408,7.657,27.151,30.353
496.428,242.277,30.544,0.0,651.451,517.647,12.773,73.838,184.701,23.861,0.68,0.354,4.809,83.184,0.0,33.723,28.281
357.602,165.308,25.716,12.995,769.447,718.126,12.552,70.471,162.648,14.515,0.33,0.056,2.247,32.414,22.448,29.0,35.95
302.244,186.425,35.051,54.195,966.501,545.414,14.322,64.244,167.678,25.799,0.265,0.14,3.973,40.878,24.256,33.435,34.139
359.022,153.459,65.293,0.0,448.945,1040.686,11.281,51.662,164.405,0.0,0.0,0.0,0.0,0.0,11.953,27.529,23.713
343.872,203.067,22.056,0.0,1171.185,361.918,12.668,59.464,194.44,7.749,0.436,0.169,2.268,33.303,16.251,32.703,35.533
129.583,223.174,56.354,95.393,867.874,834.273,13.536,26.491,162.097,33.261,0.0,0.0,0.0,0.0,31.534,31.097,39.429
597.286,126.929,68.771,0.0,273.385,747.502,11.351,98.497,215.805,0.0,0.607,0.454,6.127,95.222,3.993,24.366,23.797
427.414,153.832,31.372,0.0,534.948,838.717,13.425,66.01,134.427,13.139,0.208,0.017,1.069,35.315,8.65,27.422,30.486
380.779,303.021,100.953,0.0,601.535,730.707,9.246,77.087,209.97,0.0,0.523,0.265,4.793,91.729,11.205,22.836,48.78
388.731,206.331,35.779,0.0,1130.404,257.774,12.422,78.435,195.554,4.174,0.736,0.053,3.871,44.778,14.934,26.92,43.092
310.758,340.785,68.151,24.441,678.68,727.376,13.712,87.873,208.359,23.945,0.833,0.629,4.387,98.599,0.0,34.593,42.695
450.736,290.0,71.538,0.0,707.802,419.412,11.777,117.504,251.012,13.651,0.901,0.17,5.832,85.557,6.141,31.767,52.502
152.032,697.117,114.866,0.0,822.355,538.694,13.993,47.286,237.873,57.201,1.218,0.005,9.452,150.142,4.529,44.526,88.14
639.391,192.289,74.974,0.0,803.002,32.812,11.877,140.231,275.406,0.0,0.866,0.446,1.854,105.059,0.0,41.713,17.717
634.267,143.262,63.91,0.0,563.828,294.841,11.219,144.249,242.723,4.997,0.75,0.558,3.271,67.429,0.0,28.06,22.724
349.591,437.57,135.067,0.0,339.751,956.681,12.55,62.458,235.404,13.143,1.111,0.224,7.096,132.335,0.0,39.489,50.312
702.48,128.697,100.323,0.0,907.957,0.0,8.93,156.732,349.466,0.0,0.882,0.039,1.588,54.268,0.526,26.584,15.857
387.076,258.506,45.105,0.0,552.676,783.374,12.951,67.191,145.454,23.5,0.532,0.16,5.914,83.505,9.69,28.629,49.356
282.278,146.247,37.675,49.462,688.005,948.998,12.552,44.981,156.691,13.961,0.171,0.266,2.072,37.701,23.113,27.933,31.032
603.592,193.585,69.371,0.0,873.435,44.159,11.018,140.368,303.679,0.0,0.941,0.13,2.269,72.663,2.643,30.216,31.065
528.937,232.929,66.47,0.0,841.12,250.576,10.144,112.683,252.441,0.0,0.824,0.065,3.465,66.08,10.36,24.284,38.82
617.414,320.625,126.9,0.0,253.623,513.594,9.503,141.157,277.6,0.0,0.744,0.177,6.64,123.108,0.0,32.195,31.242
39.413,413.16,61.927,135.605,945.385,900.201,16.303,59.374,248.151,76.258,0.135,0.581,0.625,84.218,7.92,53.136,38.696
516.45,329.265,122.773,0.0,464.809,588.178,10.739,94.836,266.311,0.0,1.049,0.522,12.597,132.858,15.232,31.469,57.151
383.692,157.797,43.791,0.0,588.953,946.103,11.737,61.555,162.531,1.903,0.122,0.015,0.75,35.167,10.765,26.023,30.555
416.189,225.533,44.771,0.0,571.768,713.51,12.62,70.159,155.654,1.545,0.685,0.046,7.865,81.139,7.031,30.369,43.725
380.686,146.751,29.93,0.0,880.003,657.353,12.738,76.12,170.91,11.343,0.451,0.012,2.159,45.446,12.337,23.453,35.639
341.746,431.095,94.824,0.0,589.038,851.49,13.628,56.917,191.198,13.936,1.043,0.548,10.042,129.802,3.798,43.946,56.691
189.635,317.454,54.83,55.145,634.203,1042.809,15.169,56.573,193.271,30.687,0.549,0.535,2.766,85.801,1.33,46.016,35.93
618.787,203.236,55.741,0.0,812.686,175.518,13.661,89.054,252.631,0.0,1.15,0.621,9.223,134.821,0.0,33.848,18.129
421.841,218.007,43.287,0.0,1032.721,297.466,13.113,62.989,183.764,10.578,0.78,0.308,4.533,60.704,8.88,33.334,36.977
743.731,257.507,101.117,0.0,941.416,0.0,12.845,105.84,359.659,0.0,2.184,1.129,15.939,168.269,0.0,37.109,22.116
478.458,128.798,30.552,0.0,1044.632,339.057,12.227,81.932,212.771,0.0,0.615,0.119,1.011,26.694,10.037,24.85,33.974
0.0,473.075,88.302,154.533,1003.085,796.798,15.364,39.391,236.698,50.335,0.0,0.0,0.0,0.0,31.831,47.952,49.554
249.042,343.731,54.334,38.34,736.597,888.902,13.374,64.744,181.164,36.605,0.632,0.234,3.953,77.379,4.475,32.508,47.4
525.02,255.756,66.329,0.0,662.839,338.852,11.041,99.322,259.084,0.0,1.102,0.686,10.346,118.225,5.129,27.413,39.678
518.992,681.787,162.845,0.0,1406.435,0.0,12.358,94.423,345.444,20.664,2.278,0.021,10.203,146.475,0.0,44.007,80.354
640.17,240.743,63.178,0.0,2353.338,0.0,12.69,104.313,411.025,0.0,1.956,0.104,1.139,41.946,0.0,33.832,19.11
474.543,194.784,38.723,0.0,1316.871,0.0,12.853,81.373,234.291,9.214,0.954,0.175,2.822,31.735,12.323,27.295,35.01
471.681,148.627,30.997,0.0,1099.51,279.735,12.587,88.585,209.881,3.662,0.645,0.223,1.435,27.45,13.109,25.059,33.047
783.749,127.788,71.501,0.0,912.944,0.0,12.178,118.243,329.407,0.0,1.543,1.127,7.235,104.93,0.0,28.303,12.432
520.807,160.635,25.59,0.0,616.899,646.363,12.779,77.394,162.948,0.0,0.527,0.611,3.516,50.676,11.457,27.996,32.283
510.183,199.047,53.672,0.0,1353.59,0.0,12.716,82.559,262.705,0.0,1.049,0.106,3.842,59.752,3.291,32.196,29.801
405.485,170.342,31.591,0.0,954.179,406.683,12.369,78.88,199.162,9.415,0.635,0.057,2.677,35.793,19.944,27.602,41.734
511.376,232.831,58.353,0.0,1201.895,0.0,12.256,103.281,278.611,0.0,1.195,0.124,4.742,64.628,6.824,27.084,35.705
575.16,165.525,46.852,0.0,1296.481,0.0,12.647,91.86,287.535,0.0,1.1,0.302,0.788,41.722,3.206,25.033,23.895
470.955,179.522,39.171,0.0,529.641,783.884,12.363,67.819,155.62,0.264,0.384,0.125,5.2,56.467,5.705,27.141,31.774
620.302,298.872,104.992,0.0,209.649,574.357,11.515,103.443,267.99,0.0,1.566,1.922,18.74,214.382,0.0,39.306,42.333
783.567,208.364,150.1,0.0,0.0,298.605,13.071,153.645,286.751,2.066,1.366,1.159,11.793,190.35,0.0,48.149,25.563
447.277,188.768,24.189,0.0,1209.664,147.786,12.544,85.395,230.414,1.47,0.879,0.143,2.531,35.139,16.132,26.856,38.945
370.173,155.732,39.093,4.033,589.501,886.693,12.311,58.656,145.322,8.712,0.146,0.133,1.093,40.319,13.509,26.46,32.489
0.0,557.168,152.847,0.0,909.881,668.116,10.834,32.821,179.524,2.837,0.0,0.0,0.0,0.0,16.286,38.776,62.838
558.789,805.897,195.719,0.0,1480.629,0.0,13.816,96.474,449.054,24.344,2.68,0.007,11.58,211.19,0.0,60.872,67.063
814.967,148.301,106.303,0.0,338.1,75.719,10.938,155.07,311.441,0.0,1.188,1.085,8.358,148.989,0.0,31.818,20.168
37.427,432.071,77.096,72.576,969.526,798.242,14.269,66.455,242.266,42.025,0.279,0.119,0.863,74.818,10.229,46.472,42.372
505.303,427.492,103.235,0.0,428.559,661.597,12.913,61.745,232.728,16.33,1.508,1.454,16.359,189.682,0.0,41.761,50.542
560.689,140.207,36.05,0.0,1269.996,0.0,12.856,84.674,248.12,0.0,0.877,0.246,2.255,39.817,7.263,26.698,26.86
670.307,187.985,93.513,0.0,291.308,477.92,9.578,136.413,240.914,0.0,0.588,0.021,2.855,86.168,0.0,24.969,17.887
369.422,153.595,30.929,17.203,731.963,754.497,14.066,63.04,146.506,25.572,0.255,0.021,3.203,42.753,22.025,30.314,33.158
476.34,252.4,75.97,0.0,497.312,679.796,12.533,86.56,192.326,13.359,0.859,0.706,8.911,117.428,0.0,35.479,41.445
409.482,219.598,26.254,0.0,1424.499,0.0,13.098,80.626,246.336,3.677,0.887,0.152,2.063,33.39,13.354,33.549,35.544
464.385,180.988,45.32,0.0,696.888,558.825,12.02,89.799,208.482,0.0,0.752,0.571,8.12,78.804,16.783,26.679,39.794
146.038,255.24,48.642,77.534,1083.922,544.964,13.368,43.982,180.41,27.035,0.0,0.0,0.0,0.0,30.896,35.427,42.238
718.006,218.712,96.251,0.0,610.482,34.799,13.387,118.378,316.211,0.0,1.521,1.315,11.756,172.512,0.0,35.818,19.249
466.347,261.375,70.772,0.0,630.105,460.681,12.687,79.361,176.196,11.08,0.946,0.13,9.492,91.495,6.325,29.593,52.331
455.893,222.49,58.517,0.0,1400.784,0.0,10.791,96.304,295.303,0.0,1.025,0.017,2.326,36.474,13.443,28.003,39.774
470.3,1605.183,375.068,0.0,824.394,0.0,16.073,152.246,577.383,88.609,3.63,0.684,16.472,392.272,0.0,112.152,117.429
119.14,357.228,77.108,30.886,1020.21,619.822,11.972,50.208,192.054,10.807,0.0,0.0,0.0,0.0,32.107,34.222,56.023
543.271,170.754,60.05,0.0,498.586,557.062,12.439,89.322,197.23,0.0,0.923,0.742,7.042,104.319,0.0,29.362,32.704
273.261,448.986,111.959,0.0,609.133,765.801,12.254,69.124,205.23,12.416,0.849,0.684,8.109,105.654,6.499,36.633,58.809
413.05,166.465,27.589,0.0,1119.671,323.503,12.372,84.048,208.736,8.77,0.571,0.058,3.194,30.523,12.955,28.233,34.247
505.349,132.265,33.251,0.0,881.043,470.853,12.554,78.746,191.578,8.634,0.496,0.217,0.107,31.695,10.276,25.166,23.556
501.604,126.924,29.758,0.0,702.433,650.484,13.849,71.835,155.804,12.521,0.326,0.094,1.629,37.628,11.06,26.801,25.833
413.486,154.934,30.378,0.0,503.15,964.439,12.731,51.624,139.379,8.616,0.139,0.044,0.23,33.194,6.663,26.188,31.312
469.279,224.232,50.198,0.0,702.857,505.13,13.3,70.354,179.417,12.669,0.878,0.201,9.854,76.977,17.494,29.734,40.033
381.296,120.137,24.834,43.834,766.348,759.836,13.72,49.936,139.676,18.791,0.22,0.258,2.227,47.94,17.694,29.876,32.346
569.177,237.593,54.425,0.0,1804.324,0.0,13.472,74.807,344.759,0.0,1.567,0.184,2.832,57.418,0.0,32.281,19.84
437.22,215.784,40.178,0.0,801.432,549.33,13.085,79.812,181.788,9.429,0.727,0.184,4.58,59.85,8.217,26.679,36.346
451.424,181.554,55.881,1.03,465.445,734.2,11.734,87.042,172.351,0.917,0.635,0.588,8.685,75.628,10.627,25.589,35.643
408.401,111.031,36.918,0.0,524.107,1069.194,12.258,46.008,125.183,8.006,0.0,0.0,0.0,0.0,13.306,24.515,26.706
459.851,319.786,104.095,0.0,423.585,663.291,12.431,103.843,241.751,0.009,1.079,1.216,10.502,144.52,0.0,45.823,42.688
374.241,263.277,54.508,0.0,656.109,729.582,11.889,60.492,178.835,5.607,0.705,0.191,6.497,78.079,4.951,24.121,50.592
549.339,264.812,124.453,0.0,258.999,586.74,9.8,131.48,262.262,0.0,0.624,0.286,4.712,79.484,0.0,29.336,32.556
562.557,362.883,97.12,0.0,498.468,260.254,12.498,77.629,216.701,14.15,1.823,1.032,15.279,187.305,0.0,36.114,49.695
219.585,370.593,61.04,0.0,734.422,1002.487,13.855,51.085,174.796,21.846,0.581,0.374,1.112,91.495,0.0,45.338,43.507
877.032,111.936,113.601,0.0,0.0,305.439,10.615,143.577,286.114,0.0,1.317,1.471,12.208,171.45,0.0,27.585,15.387
404.203,146.073,27.983,0.0,726.544,682.832,13.119,68.428,156.96,15.606,0.443,0.156,3.56,44.706,14.944,27.74,39.371
237.533,466.849,108.014,0.0,843.467,599.254,11.806,85.221,263.428,0.702,0.694,0.111,4.362,75.143,7.903,36.07,54.676
321.812,182.893,23.318,0.0,898.346,739.94,12.391,68.466,173.769,8.518,0.321,0.188,1.689,33.916,14.575,27.197,39.929
391.436,269.533,56.05,0.0,688.078,633.923,9.993,78.952,209.547,0.0,0.777,0.66,5.971,88.916,6.616,27.031,46.429
381.386,377.438,74.822,0.0,617.974,652.196,12.299,70.966,173.179,22.508,1.013,0.027,9.759,122.416,3.735,33.349,58.945
404.161,371.249,102.776,0.0,423.926,803.614,13.204,68.414,176.173,0.163,1.086,0.975,8.765,137.372,0.0,41.103,52.537
180.172,328.171,65.081,59.608,757.257,915.091,13.938,38.242,153.039,31.739,0.361,0.124,2.62,70.214,18.72,33.925,55.544
854.578,202.181,103.375,0.0,1220.112,0.0,11.32,168.376,413.376,0.0,1.524,0.287,0.305,82.461,0.0,34.981,7.726
404.087,336.298,58.353,0.0,1490.218,0.0,12.175,67.551,258.608,8.665,1.236,0.026,2.943,52.16,8.262,30.948,50.875
391.467,527.26,127.652,0.0,360.137,769.687,13.292,78.6,220.722,18.55,1.196,0.676,6.837,146.7,0.0,52.45,48.085
391.994,353.912,65.914,0.0,863.423,441.977,12.02,78.444,238.484,15.263,1.305,0.089,9.947,110.835,6.924,31.773,55.934
348.768,235.444,42.066,38.196,599.841,900.729,13.15,52.811,142.512,21.694,0.387,0.219,1.721,54.649,6.854,31.399,38.714
420.67,219.497,46.906,0.0,1325.554,72.574,13.06,83.72,250.596,0.0,0.92,0.025,3.254,51.197,10.829,29.648,41.924
