FA1,GGBS,SF,MK,FA2,CA,Molarity,NaOH,Na2SiO3,Water,F_V (vol%),F_D,F_L,F_M,days,Tem,Com
972.376,872.464,190.316,5.055,595.321,0.0,11.611,279.924,478.729,270.201,0.917,0.0,22.461,128.341,40.586,21.742,126.183
381.377,905.71,106.04,46.074,653.745,0.0,13.818,201.93,370.007,135.756,1.341,0.0,3.071,52.441,33.885,23.713,135.873
636.543,862.972,146.535,14.166,477.8,0.0,12.689,219.302,413.593,155.956,1.622,0.0,7.608,57.976,55.638,22.02,137.981
332.671,219.778,0.0,160.728,538.932,800.951,11.237,146.588,299.499,12.442,0.144,0.716,14.707,54.685,12.512,20.845,34.18
428.269,75.968,0.0,0.0,865.768,861.236,12.35,75.732,153.061,0.0,0.011,0.0,0.113,0.0,0.0,21.376,26.17
535.573,222.973,21.003,48.503,820.056,338.419,15.468,103.514,173.648,115.949,0.0,0.0,0.625,0.0,60.412,22.163,46.819
206.356,108.925,1.787,180.917,473.248,921.394,12.209,104.808,184.023,10.997,0.083,0.133,0.666,0.0,7.443,23.635,40.06
240.627,260.482,0.327,0.0,715.201,712.609,8.86,103.026,202.292,21.28,0.115,0.0,5.853,37.001,18.948,21.917,54.334
291.783,102.761,0.0,0.0,567.901,1319.544,10.557,66.472,112.54,4.883,0.0,0.0,0.0,0.0,5.279,22.827,28.186
451.259,522.898,39.52,0.0,1127.73,0.0,12.415,115.278,227.667,230.168,0.222,0.0,4.301,46.085,25.428,23.737,60.883
459.49,379.861,9.134,0.0,1295.954,0.0,12.275,162.279,356.074,0.0,1.844,0.127,11.972,26.175,16.443,24.033,73.733
567.194,345.189,93.748,0.0,588.845,448.569,10.742,180.488,270.865,85.223,0.0,0.068,0.413,0.0,30.21,22.159,52.806
213.602,140.738,4.781,223.347,693.415,667.16,12.74,116.582,216.001,20.655,0.098,0.104,2.075,0.0,14.563,21.853,37.681
338.158,149.96,0.0,17.92,710.254,1174.044,7.416,71.857,147.18,0.984,0.076,0.034,1.026,0.0,56.571,24.627,43.11
351.427,179.628,0.712,0.0,980.541,622.765,12.043,98.748,217.874,0.0,0.37,0.0,4.901,7.392,14.403,22.603,38.642
436.719,66.062,4.34,2.599,546.575,1116.818,14.362,86.122,168.683,17.033,0.098,0.039,0.026,0.0,55.534,22.493,44.323
443.911,87.94,4.68,30.213,525.951,1132.303,14.476,78.848,174.483,6.72,0.029,0.0,1.89,0.0,73.711,22.208,46.531
147.718,124.809,12.145,360.168,599.788,758.34,12.728,137.85,228.304,32.261,0.082,0.073,1.976,0.0,28.159,22.113,43.883
256.184,217.897,0.0,0.0,753.334,1081.428,5.236,75.736,139.842,0.0,0.0,0.0,0.0,0.0,65.868,21.607,46.651
457.38,109.175,1.154,18.648,709.007,748.689,9.95,69.925,133.221,33.264,0.09,0.077,1.007,0.0,0.0,22.701,25.051
419.593,392.199,1.623,0.0,1084.074,0.0,12.426,143.569,320.749,11.726,1.542,0.247,8.331,19.409,19.733,22.869,77.557
245.718,206.492,1.778,172.534,660.252,910.758,9.385,107.502,202.2,17.058,0.03,0.223,1.382,0.0,11.526,22.022,39.076
359.849,165.384,0.0,0.0,632.285,1033.324,8.929,88.546,196.99,4.165,0.055,0.001,5.154,18.542,2.118,20.153,33.042
434.588,260.669,30.871,26.69,746.989,705.578,12.293,133.479,271.339,87.215,0.764,0.0,23.185,150.476,28.469,19.65,47.063
389.378,126.074,2.729,14.867,723.93,856.921,10.982,75.765,157.973,55.417,0.0,0.0,0.805,0.0,26.843,20.686,33.143
355.191,133.341,0.0,23.125,945.017,883.878,9.13,78.799,174.537,0.0,0.187,0.0,0.665,1.94,25.573,24.399,43.209
476.887,58.173,0.0,0.0,555.815,891.724,14.442,106.06,182.848,0.0,0.035,0.057,0.888,0.0,0.0,22.707,29.906
79.069,308.227,0.0,1878.405,252.518,0.0,13.261,415.294,696.109,55.488,0.0,0.0,2.581,0.0,48.097,18.797,57.43
486.194,425.206,32.77,0.0,507.84,815.614,10.471,172.626,313.164,41.762,0.366,0.437,22.865,122.004,15.083,16.75,74.803
446.683,640.817,94.314,11.303,662.276,2.103,13.269,183.333,260.745,61.223,0.0,0.0,0.0,0.0,21.336,24.337,91.458
289.933,108.728,0.0,23.832,574.307,1120.712,12.97,79.472,132.233,11.882,0.0,0.0,1.374,0.0,0.034,21.783,34.399
454.366,81.05,0.0,0.0,1133.656,393.437,13.166,89.375,195.004,0.0,0.251,0.0,1.261,0.0,6.392,21.854,31.243
298.071,178.577,1.251,11.962,803.239,886.1,12.64,85.978,188.445,0.0,0.145,0.0,1.269,0.0,40.657,22.323,45.918
635.848,791.603,64.626,80.531,363.867,0.0,11.885,242.162,453.397,39.221,1.246,0.407,20.595,137.921,28.098,17.492,125.345
393.892,132.08,0.0,0.0,1019.071,482.794,12.572,90.194,214.458,0.0,0.321,0.0,1.118,0.0,15.405,21.529,38.521
434.99,489.646,90.55,61.147,462.631,196.388,11.944,225.969,348.575,12.164,0.052,0.26,0.0,0.0,22.738,19.731,73.776
433.036,45.02,0.0,0.0,336.154,1315.367,16.653,103.396,164.126,2.098,0.085,0.0,1.062,0.0,60.357,22.562,48.694
478.814,67.115,0.0,0.0,939.606,642.293,14.046,93.029,194.701,0.0,0.156,0.0,2.07,0.0,17.751,21.288,37.855
170.58,336.916,0.0,46.346,855.694,570.658,9.005,79.98,162.445,8.643,0.023,0.221,0.0,0.0,47.645,23.283,57.835
400.452,266.656,6.849,26.474,933.361,565.854,12.913,66.055,107.925,141.462,0.0,0.0,0.0,0.0,11.84,23.794,37.073
288.65,164.222,4.692,6.537,728.46,1176.2,12.571,77.536,161.613,10.943,0.0,0.045,1.285,0.0,87.373,24.108,51.971
153.722,222.885,2.282,24.76,683.244,974.976,12.62,78.891,141.635,0.648,0.0,0.0,0.032,0.0,62.978,21.567,50.357
314.057,103.961,0.0,47.475,434.316,1097.252,14.418,98.06,155.701,13.0,0.0,0.015,0.474,0.0,9.64,22.414,37.18
383.83,915.103,88.589,22.574,706.013,0.0,13.315,193.728,380.407,150.267,0.836,0.0,3.91,53.777,35.351,21.391,134.276
558.277,85.418,0.157,34.565,870.402,660.136,15.585,87.331,169.461,69.53,0.0,0.089,1.214,0.0,57.118,24.553,37.291
222.882,139.139,0.0,93.052,570.389,1049.341,13.199,84.76,131.891,5.778,0.0,0.007,1.186,0.0,2.238,21.584,33.155
154.534,569.606,4.62,20.651,832.522,206.509,12.121,128.668,260.086,14.455,0.352,0.0,1.384,11.005,56.469,23.477,88.986
359.705,157.909,0.0,7.379,964.813,653.766,7.663,87.717,172.218,6.035,0.18,0.069,0.374,2.054,12.57,22.902,33.391
236.782,219.535,0.0,2.213,694.637,1133.822,9.442,74.069,140.976,1.911,0.0,0.0,0.0,0.0,60.838,23.156,48.495
642.635,191.728,31.702,0.0,543.143,586.652,11.751,169.55,273.935,72.946,0.0,0.428,6.2,0.0,17.142,21.742,28.4
35.041,1073.658,6.259,46.1,844.98,0.0,15.318,164.04,317.089,16.726,0.623,0.0,0.0,6.466,72.434,23.61,141.444
485.271,201.285,11.375,48.489,1073.56,242.414,14.344,99.741,195.627,98.59,0.19,0.0,0.0,0.0,33.53,24.905,40.249
589.438,311.635,16.966,0.0,539.884,802.563,11.832,178.228,363.818,45.074,1.76,0.0,36.02,205.814,26.851,21.452,70.967
295.074,401.763,18.465,0.0,690.318,816.679,14.166,82.602,141.686,82.829,0.0,0.0,0.0,0.0,19.125,23.113,60.007
378.308,341.015,27.825,0.0,629.29,503.948,11.924,149.137,259.926,26.867,0.497,0.07,10.5,58.519,13.076,22.223,58.83
414.225,149.679,0.0,0.0,1067.829,656.555,12.0,96.945,200.994,1.855,0.27,0.096,0.203,0.0,0.0,23.349,27.394
356.005,144.819,0.0,17.067,968.864,522.583,9.093,78.462,159.381,0.0,0.136,0.0,0.0,1.818,36.292,21.878,41.693
278.422,225.105,6.226,25.038,923.938,755.134,11.871,80.513,177.361,7.177,0.012,0.0,0.87,0.0,65.372,22.189,55.499
342.697,140.038,4.112,7.615,676.294,923.041,12.911,74.702,159.063,3.447,0.033,0.0,1.263,0.0,28.82,23.064,39.601
477.068,108.273,5.446,0.0,556.76,893.926,13.895,100.984,162.165,40.63,0.132,0.124,0.971,0.0,0.0,23.384,31.842
327.136,139.692,13.648,7.583,729.83,877.606,11.792,87.422,203.541,16.016,0.121,0.069,6.116,34.501,51.746,20.464,43.934
277.475,172.552,0.0,0.0,763.062,921.843,8.256,69.79,137.872,9.057,0.0,0.0,0.108,0.0,38.765,22.363,42.448
368.102,607.359,94.118,68.616,840.783,0.0,14.232,144.328,255.108,109.653,0.0,0.0,0.0,0.0,44.232,21.825,96.023
493.345,114.546,0.0,14.216,759.801,942.035,11.846,102.446,193.767,27.609,0.076,0.0,5.079,16.828,90.069,21.745,43.058
438.056,238.306,26.625,72.899,932.134,304.617,13.912,98.741,218.159,127.168,0.113,0.0,0.365,0.0,32.138,23.384,42.704
294.444,151.733,0.0,0.0,638.106,1114.63,8.955,69.725,128.425,0.625,0.0,0.015,0.0,0.0,0.0,21.817,31.755
220.602,225.062,0.0,4.145,724.703,1007.607,7.284,63.198,138.738,10.928,0.037,0.121,1.093,0.0,34.971,22.292,41.785
422.337,95.192,1.063,28.432,895.954,662.789,12.69,81.083,184.035,0.0,0.162,0.0,1.91,0.0,25.656,22.35,38.721
386.151,99.293,12.995,83.081,421.571,788.842,13.149,150.341,211.851,9.273,0.0,0.349,0.97,0.0,0.0,22.655,34.519
336.9,127.325,0.0,3.713,778.361,912.822,9.383,72.771,142.926,2.944,0.0,0.097,0.354,0.0,20.76,23.848,38.161
468.426,154.486,0.0,4.085,1150.156,248.772,12.084,109.721,248.221,0.0,0.734,0.255,16.365,49.031,26.691,20.932,41.315
329.073,294.948,5.183,1180.608,306.243,0.0,12.02,367.26,591.07,26.943,0.0,0.0,2.227,0.0,47.924,17.434,63.672
375.717,130.733,0.0,51.373,665.48,944.862,5.307,80.674,130.979,8.387,0.146,0.126,0.0,0.0,46.213,22.986,40.103
149.713,413.211,0.0,0.0,815.839,736.956,11.966,94.856,197.786,8.482,0.0,0.0,0.0,0.0,92.3,21.856,73.753
603.806,120.845,12.473,0.0,768.831,737.409,9.631,134.412,238.85,93.742,0.059,0.389,24.446,118.439,10.101,19.825,16.479
383.072,140.766,0.0,0.0,924.24,604.841,13.679,86.493,187.329,0.0,0.244,0.0,1.936,0.0,21.525,22.777,40.969
331.789,139.201,0.0,38.305,781.255,1155.228,9.253,69.948,146.901,0.0,0.01,0.0,0.088,0.0,83.333,23.928,47.15
481.268,93.557,1.672,27.541,439.213,1170.145,13.676,82.872,177.947,0.0,0.058,0.0,1.652,0.0,60.422,23.983,43.691
332.711,125.145,0.0,21.367,638.867,1257.098,8.116,68.826,137.543,3.739,0.0,0.0,0.0,0.0,55.149,20.947,36.585
405.988,185.006,1.548,0.0,1066.122,292.583,10.975,124.539,253.041,0.0,0.853,0.0,14.014,52.838,6.721,20.637,42.202
467.376,35.817,0.0,0.0,522.346,1115.9,14.798,88.106,138.094,16.356,0.0,0.0,0.0,0.0,1.096,21.593,26.594
184.235,108.442,4.63,368.0,478.236,835.248,14.095,154.058,245.595,28.895,0.173,0.243,1.563,0.0,24.865,22.929,48.802
325.532,546.0,30.019,39.277,860.34,129.961,15.375,121.538,270.775,124.228,0.183,0.0,0.0,5.325,80.355,19.659,85.343
302.984,192.811,21.29,0.0,603.216,1143.597,11.456,86.598,144.601,9.289,0.0,0.0,0.03,0.0,0.472,23.586,38.156
237.55,287.485,0.0,11.558,657.777,760.86,13.483,81.929,153.786,27.058,0.0,0.097,0.183,0.0,18.035,20.104,51.14
512.051,133.811,6.435,18.062,931.256,145.201,14.196,85.506,166.101,68.588,0.022,0.0,0.0,0.0,8.358,22.863,28.29
403.698,270.668,19.546,22.516,1100.257,0.0,14.296,108.334,254.152,74.024,0.385,0.0,2.238,0.0,55.984,24.639,56.42
507.244,55.21,0.0,25.921,494.646,1032.399,15.538,92.931,190.306,7.588,0.006,0.0,1.379,0.0,89.27,23.108,48.685
436.675,441.727,20.122,92.007,564.726,40.355,12.628,155.953,322.11,21.228,0.647,0.0,15.123,114.645,33.837,20.902,81.732
1009.5,947.993,217.188,0.0,400.332,0.0,11.37,273.538,506.099,241.761,2.065,0.0,13.015,103.102,63.722,24.696,150.153
247.234,152.89,10.055,63.934,665.423,921.414,12.036,79.917,147.008,10.83,0.118,0.046,1.293,0.0,16.321,23.073,41.416
488.298,77.025,0.875,45.496,555.069,1165.324,15.041,82.562,183.331,1.407,0.045,0.0,0.947,0.0,101.109,25.033,52.811
234.409,801.9,25.934,58.913,1086.836,0.0,13.653,160.012,336.093,19.947,0.955,0.0,0.493,0.0,71.431,23.271,119.599
585.189,44.658,2.699,40.19,480.726,948.49,15.992,90.51,150.005,37.297,0.0,0.0,1.542,0.0,26.517,23.621,32.611
469.023,142.537,0.0,34.855,641.621,815.553,9.669,91.754,169.787,14.103,0.177,0.0,2.075,0.0,27.307,24.445,43.313
395.127,220.386,2.773,26.136,851.556,464.824,13.008,99.669,199.797,87.66,0.077,0.0,1.865,19.737,15.783,22.509,34.739
506.859,99.893,2.269,1.958,864.201,581.786,14.838,99.471,218.053,0.0,0.123,0.0,2.386,0.0,15.337,20.851,35.452
410.71,132.9,0.0,24.377,1083.803,448.652,11.023,88.725,206.369,0.236,0.233,0.0,1.221,0.0,33.948,24.494,44.36
102.936,401.542,0.0,801.186,534.846,287.871,12.374,231.731,419.712,9.054,0.0,0.0,0.221,0.0,25.859,21.366,64.173
422.096,131.599,8.325,0.0,1003.32,503.895,10.947,95.044,206.468,4.479,0.283,0.0,11.0,51.856,11.391,22.582,31.408
411.721,272.619,21.015,4.85,616.264,818.438,12.33,134.29,261.162,72.493,0.597,0.14,21.311,153.051,15.942,21.577,53.874
511.203,134.725,0.0,16.667,1479.283,0.0,12.911,104.635,247.944,2.383,0.483,0.0,2.072,0.0,18.316,22.599,35.79
303.355,108.327,0.372,0.0,427.114,1275.466,13.972,77.289,112.506,2.41,0.0,0.0,0.816,0.0,6.141,22.83,34.726
292.362,893.085,51.682,46.1,704.387,0.0,13.647,172.719,308.406,30.173,0.452,0.0,6.089,48.662,38.802,21.989,128.563
689.553,211.564,28.656,0.0,282.808,1088.69,10.258,189.157,331.141,59.641,0.655,0.382,36.581,204.747,26.118,17.039,30.098
415.962,110.402,0.0,32.737,1057.617,552.412,12.113,93.402,202.331,0.0,0.066,0.021,0.972,0.0,44.366,21.993,45.12
610.872,135.795,2.409,0.0,937.962,386.057,13.97,87.88,108.999,160.446,0.143,0.111,0.205,0.0,5.579,23.98,27.025
556.797,123.476,8.076,19.07,934.882,429.568,10.921,85.902,151.454,145.568,0.0,0.0,6.852,7.611,5.032,23.026,18.613
524.057,63.778,0.0,0.0,364.247,1199.627,15.808,93.843,180.496,0.694,0.033,0.0,1.611,0.0,53.074,23.077,45.815
428.934,412.861,23.079,0.0,1701.882,0.0,11.304,173.431,423.172,0.0,2.202,0.0,3.07,0.0,28.312,23.887,79.694
514.257,117.438,0.0,0.0,386.717,1456.1,7.703,128.743,264.453,11.281,0.114,0.627,37.922,185.871,14.51,17.994,35.281
343.052,220.974,0.0,35.479,625.746,1023.88,9.231,97.552,187.815,17.192,0.187,0.0,6.328,15.829,4.713,20.75,39.374
16.016,180.881,2.175,627.583,663.853,648.085,11.156,155.78,261.915,31.763,0.0,0.214,0.0,0.0,29.646,22.087,38.45
304.574,104.144,0.0,0.0,419.665,1193.87,14.022,76.031,113.047,6.029,0.0,0.0,0.886,0.0,21.415,21.424,37.141
816.971,399.255,55.662,21.74,1366.827,0.0,13.922,86.557,160.911,404.202,0.018,0.0,0.0,0.0,32.369,24.889,43.675
315.848,93.892,0.0,0.0,626.517,1337.29,12.515,73.266,126.569,0.0,0.0,0.0,0.257,0.0,31.203,21.663,37.535
394.874,74.445,0.0,0.0,536.014,1108.078,15.321,90.335,151.76,0.0,0.0,0.0,0.627,0.0,39.384,22.248,39.387
360.588,165.552,0.0,1.095,1272.043,175.091,10.498,85.527,212.426,0.0,0.385,0.0,1.462,0.0,46.046,23.142,50.031
191.75,180.157,6.004,253.076,730.035,586.814,11.344,105.774,227.616,30.407,0.24,0.06,1.341,0.0,30.022,23.854,40.267
462.403,81.025,2.257,27.443,628.468,1125.386,14.12,79.827,182.63,1.322,0.035,0.0,1.56,0.0,76.597,23.668,48.586
197.239,95.157,0.0,551.513,270.317,558.088,14.141,199.734,317.771,25.836,0.0,0.197,0.454,0.0,9.963,20.847,41.8
774.522,336.607,37.469,0.0,436.684,615.515,9.169,231.64,473.722,0.0,2.373,0.261,36.44,134.296,26.728,20.442,73.549
324.615,253.551,0.0,3.944,478.965,1352.961,6.051,111.732,206.246,0.0,0.077,0.338,19.811,95.718,19.225,20.466,53.828
376.587,108.717,5.356,0.0,550.634,1011.156,14.202,89.11,171.565,6.235,0.021,0.0,2.804,0.0,16.596,22.421,38.823
367.815,87.892,4.384,0.607,801.686,1007.765,12.537,81.555,157.258,0.0,0.063,0.007,0.447,0.0,19.124,21.38,38.469
1042.662,746.079,115.113,132.424,0.0,637.125,8.693,372.347,630.333,28.882,1.507,1.522,41.307,198.346,32.419,15.984,126.011
401.548,71.861,0.0,6.174,555.051,1318.954,14.103,76.699,175.536,0.0,0.0,0.0,0.133,0.0,78.739,21.419,46.406
402.105,71.119,3.788,0.0,406.74,1266.985,13.405,86.531,114.549,4.394,0.0,0.0,0.0,0.0,0.0,22.177,26.608
605.105,224.954,31.285,94.827,615.919,544.852,9.813,192.964,350.582,65.827,0.178,0.424,13.953,71.63,25.37,21.637,30.81
453.622,160.105,0.0,0.0,1437.108,0.0,12.793,111.13,242.39,30.696,0.56,0.0,5.069,0.068,17.696,23.112,30.551
329.293,130.744,9.789,24.95,935.928,505.679,12.839,99.482,210.722,0.939,0.239,0.098,2.544,0.0,10.062,23.343,41.133
419.387,108.812,0.0,0.0,494.101,1160.992,14.068,83.947,162.164,7.993,0.031,0.044,2.035,0.0,5.996,23.485,35.973
354.156,83.909,0.0,21.469,680.994,1298.658,10.462,78.485,159.538,0.0,0.0,0.0,0.0,0.0,74.264,23.201,41.837
514.74,174.62,51.139,589.762,332.424,0.0,11.055,340.749,491.965,44.941,0.172,0.841,3.682,0.0,30.013,18.647,42.761
188.8,373.968,1.017,312.907,650.027,373.233,11.91,139.604,286.225,11.886,0.149,0.371,10.781,70.318,21.372,24.06,59.704
308.592,939.341,84.595,24.093,924.59,0.0,13.983,182.114,318.596,164.121,0.335,0.0,0.0,0.0,36.653,20.682,127.106
268.836,222.385,0.0,13.919,722.039,987.68,5.32,76.678,123.156,0.0,0.0,0.0,0.0,0.0,64.046,22.987,43.417
189.455,361.696,7.183,23.441,774.137,821.788,10.228,95.508,186.295,6.963,0.116,0.037,0.613,0.0,34.697,22.773,58.688
295.161,244.171,10.849,6.388,635.962,1008.089,13.598,88.974,178.0,20.386,0.0,0.0,0.0,0.0,74.712,22.94,51.722
140.302,169.126,0.0,273.957,542.043,1076.624,11.043,114.701,194.56,1.4,0.0,0.0,0.0,0.0,0.0,19.646,32.419
318.763,197.068,42.108,489.246,346.582,413.509,11.743,256.506,394.997,12.58,0.0,0.294,2.51,0.0,21.472,19.266,41.853
486.268,273.664,29.422,74.311,1038.107,197.433,14.796,96.676,212.727,140.237,0.256,0.0,1.4,0.0,65.938,21.781,54.797
537.279,82.38,0.0,47.208,422.399,894.23,15.617,88.691,154.217,47.017,0.0,0.03,1.982,0.0,35.308,25.671,35.602
415.875,88.813,5.492,0.0,937.466,490.572,12.837,80.02,172.706,0.0,0.151,0.0,0.552,0.0,0.0,22.399,27.791
147.471,975.619,37.373,13.857,1002.028,0.0,13.999,182.772,320.204,23.049,1.28,0.279,0.385,10.267,39.848,22.805,139.174
83.301,112.619,0.247,426.667,508.147,953.477,12.809,127.233,229.126,21.456,0.0,0.135,0.0,0.0,11.071,22.987,37.181
383.071,79.593,2.062,0.0,523.709,1092.399,13.735,77.844,148.795,19.505,0.024,0.0,0.0,0.0,27.492,22.016,33.544
0.0,704.817,0.0,347.12,723.75,516.655,14.072,141.488,239.976,18.483,0.0,0.0,0.0,0.0,38.478,22.421,85.792
849.67,521.065,95.645,0.0,734.274,106.267,11.905,185.139,353.078,266.537,0.723,0.0,22.188,168.769,38.737,19.179,77.907
384.12,741.064,47.069,17.817,1241.369,0.0,12.205,121.881,287.832,214.35,0.125,0.0,0.0,0.0,52.195,22.231,100.007
310.713,144.046,0.0,15.837,733.002,921.213,10.666,70.12,163.402,1.649,0.037,-0.0,0.097,0.0,43.236,22.273,41.204
335.068,166.366,0.0,0.0,783.517,887.952,7.841,91.545,165.261,11.054,0.157,0.124,2.569,2.474,21.188,23.083,43.121
592.259,44.473,0.0,27.024,387.999,1086.914,16.782,103.988,177.555,21.102,0.094,0.0,1.572,0.0,83.433,24.304,50.476
331.803,148.11,0.841,14.453,606.098,1123.778,12.205,75.476,127.468,14.908,0.276,0.0,1.134,0.0,46.389,24.388,46.802
223.738,210.966,5.235,170.537,582.944,542.212,12.994,133.5,218.908,11.257,0.032,0.112,1.185,0.0,5.663,20.548,41.435
294.545,144.353,0.0,18.015,752.924,1139.63,9.287,65.808,163.09,6.179,0.079,0.061,0.763,0.0,58.683,24.028,45.091
438.562,268.236,0.063,64.47,567.819,1114.669,10.86,126.716,269.747,8.308,0.297,0.732,28.035,140.198,15.129,18.637,47.405
436.455,366.007,35.135,22.35,583.3,546.447,13.63,158.438,311.176,54.9,1.212,0.149,24.599,158.556,33.472,20.156,80.483
425.997,103.149,0.0,33.632,812.468,844.745,11.149,91.381,175.963,0.0,0.073,0.0,0.761,0.0,26.011,22.746,38.901
478.192,185.582,0.0,4.944,1178.69,298.269,13.546,78.764,161.874,140.811,0.0,0.0,0.0,0.0,16.236,22.916,31.317
347.404,187.295,7.399,0.0,848.835,689.708,9.541,111.974,201.406,36.575,0.276,0.083,9.729,69.552,18.022,22.823,43.534
272.656,235.397,0.0,47.214,765.622,743.703,13.146,92.306,180.16,5.614,0.061,0.042,1.141,0.0,25.252,23.213,48.805
299.497,97.996,0.0,0.0,547.887,1288.891,13.578,92.071,151.246,9.048,0.088,0.0,1.073,0.0,58.559,22.486,46.789
417.917,877.162,38.644,189.631,643.598,17.202,12.892,211.034,370.139,36.912,0.669,0.0,20.725,126.324,22.64,17.1,126.615
403.652,120.065,0.924,36.081,600.176,1173.65,13.502,81.392,168.538,18.544,0.114,0.0,1.041,0.0,93.381,22.193,48.835
442.212,127.523,0.0,19.902,1393.609,74.486,11.301,97.596,238.377,0.0,0.58,0.0,2.546,0.0,31.066,22.12,43.362
865.828,902.985,217.765,0.0,365.697,0.0,10.873,277.264,409.469,192.372,0.858,0.0,3.804,0.0,52.687,22.096,121.997
39.807,253.898,0.0,519.246,671.215,646.015,11.049,146.31,262.271,29.735,0.0,0.036,0.608,0.0,26.168,22.817,41.405
357.791,162.032,6.8,25.559,728.027,846.133,10.078,84.16,156.872,15.096,0.055,0.026,0.673,0.0,35.8,24.781,39.718
344.784,226.808,11.66,0.0,845.207,578.904,11.319,94.499,236.175,10.888,0.483,0.228,13.006,71.254,16.023,22.721,44.326
537.977,117.757,0.0,1.055,252.122,1616.512,10.738,143.905,289.74,33.346,0.551,0.437,46.943,261.068,20.45,20.69,53.173
325.211,161.787,0.0,0.0,596.862,1084.09,13.263,85.748,140.289,24.837,0.0,0.0,1.409,0.0,21.593,22.763,44.023
273.296,148.904,0.0,0.0,640.906,1128.363,10.807,65.808,118.485,2.946,0.0,0.0,0.0,0.0,3.671,21.597,33.984
540.532,81.898,0.0,0.0,451.697,810.112,15.163,94.861,161.319,25.037,0.0,0.022,0.074,0.0,0.0,23.739,29.722
283.882,120.059,0.268,12.672,688.966,1097.173,13.465,74.048,143.058,34.503,0.076,0.163,0.858,0.0,36.974,22.259,40.638
618.686,108.059,12.921,58.436,872.831,291.61,13.777,70.027,135.865,123.815,0.144,0.0,1.578,0.0,57.063,25.54,37.114
520.213,116.091,6.454,46.561,870.527,694.477,13.801,87.331,183.58,34.627,0.129,0.014,1.078,8.049,85.191,23.256,46.531
366.374,565.811,63.32,631.01,473.816,0.0,12.953,273.305,433.418,35.094,0.0,0.0,0.0,0.0,43.088,18.05,90.195
800.757,617.965,75.84,318.031,49.778,127.456,9.822,346.614,607.364,8.121,0.557,1.035,26.506,106.673,32.619,19.387,104.272
419.19,85.27,0.0,0.0,850.522,763.897,12.213,76.221,178.381,0.0,0.091,0.0,0.0,0.0,0.0,22.619,27.205
256.469,374.344,6.168,15.512,775.299,621.065,9.439,111.108,191.113,38.78,0.0,0.256,2.714,13.089,14.817,25.361,53.927
294.546,266.966,5.884,22.613,829.486,593.134,13.514,101.836,215.237,7.39,0.276,0.0,3.788,13.358,90.131,24.182,65.797
293.818,152.055,0.0,0.0,770.554,930.09,11.354,81.113,173.003,0.476,0.0,0.0,0.618,0.0,59.665,21.828,46.287
714.304,385.226,63.411,0.0,954.137,0.0,12.19,156.982,245.508,248.826,0.279,0.0,3.077,8.579,36.313,22.066,52.009
539.952,152.046,0.0,0.0,434.679,1046.565,10.401,151.196,292.031,4.371,0.707,0.465,33.448,143.69,9.905,18.675,32.333
495.517,47.024,0.0,10.177,684.573,1042.497,15.837,88.835,188.152,0.0,0.0,0.0,0.829,0.0,65.009,23.065,45.628
456.031,170.052,0.653,20.492,1110.703,201.941,11.765,124.579,277.487,12.044,0.977,0.0,11.495,29.618,9.638,21.0,36.306
158.087,307.063,0.0,58.277,784.45,1015.375,11.107,79.232,150.507,16.197,0.0,0.0,0.675,0.0,40.542,22.521,48.112
