FA,GGBS,SF,MK,FA.1,CA,Molarity,NaOH,Na2SiO3,Water,F_V (vol%),F_D,F_L,F_M,days,Tem,Com
460.056,521.762,63.867,13.975,958.483,193.793,14.34,121.094,234.553,188.147,0.0,0.0,0.0,0.0,64.72,22.422,79.81
349.631,139.712,1.449,0.0,808.021,799.2,13.633,81.111,169.791,8.765,0.114,0.0,0.842,0.0,14.637,22.165,39.115
481.856,79.909,5.243,16.781,814.917,558.146,14.805,94.372,199.485,5.249,0.257,0.0,2.649,0.0,30.722,23.3,39.895
323.086,110.912,2.656,148.658,463.258,930.879,14.2,120.467,184.108,8.843,0.0,0.0,0.166,0.0,0.0,21.351,33.734
400.801,269.434,33.364,0.0,1059.816,104.263,11.466,159.668,288.274,0.03,0.769,0.028,1.644,0.0,6.934,21.339,49.533
382.314,110.622,0.0,27.457,727.26,1086.028,12.175,81.622,181.359,0.0,0.0,0.079,0.599,0.0,77.187,21.705,47.441
445.139,116.747,5.306,0.0,631.177,978.034,10.829,93.276,150.313,24.608,0.0,0.021,2.399,0.0,3.632,20.287,29.066
415.554,193.563,0.0,9.902,673.641,734.456,14.168,78.679,134.228,83.799,0.0,0.0,0.068,0.0,26.128,24.236,40.715
324.949,302.693,0.0,0.0,1058.433,331.09,11.85,125.017,272.4,9.065,0.925,0.25,6.043,15.669,7.844,22.58,53.835
791.46,183.392,0.0,0.0,857.246,405.695,10.931,161.211,287.913,175.44,0.268,0.268,31.99,163.635,15.19,18.827,15.903
417.126,154.005,2.576,0.0,507.163,831.697,13.369,104.928,214.263,0.079,0.061,0.248,7.124,25.854,16.325,19.729,28.565
320.034,171.943,0.905,0.0,680.076,990.594,9.9,69.635,140.428,18.779,0.0,-0.0,0.0,0.0,0.0,23.847,28.106
353.023,135.498,0.0,0.0,426.931,1207.252,12.385,77.84,139.519,11.934,0.069,0.005,1.923,0.0,22.447,24.45,38.05
132.126,468.912,0.0,399.362,887.55,0.0,12.948,171.455,350.989,10.709,0.582,0.199,2.069,0.0,13.929,21.356,64.363
473.851,303.396,19.96,0.0,321.849,981.717,11.774,152.259,310.064,12.078,1.192,0.468,36.138,193.169,11.925,22.71,84.211
393.096,86.708,0.0,0.0,923.758,624.522,12.695,79.268,173.96,11.859,0.09,0.0,0.164,0.0,0.0,21.759,29.15
293.735,191.497,0.0,10.486,784.94,906.39,9.076,77.814,144.62,8.789,0.055,0.249,0.0,0.0,20.439,22.369,41.127
410.844,102.051,0.0,42.076,674.521,1142.965,9.976,90.207,172.87,4.013,0.036,0.077,0.719,0.0,63.565,22.46,45.093
751.599,423.205,62.431,0.0,386.177,650.949,11.609,222.986,369.186,150.979,0.848,0.0,37.996,252.716,27.985,14.929,67.422
282.85,156.719,7.846,0.0,509.551,1000.911,14.349,80.19,128.985,0.0,0.0,0.11,0.368,0.0,15.97,21.454,41.603
168.682,332.121,9.959,3.234,670.822,1038.409,14.559,89.52,178.911,15.965,0.0,0.0,0.227,1.283,60.012,24.03,66.921
523.697,90.843,10.938,43.832,790.56,679.083,13.411,77.893,171.584,59.08,0.132,0.0,1.775,0.0,76.391,26.001,41.968
336.448,161.75,0.0,32.709,691.616,977.684,9.137,70.505,122.472,32.996,0.0,0.0,0.0,0.0,57.204,23.932,40.009
492.26,201.898,0.0,0.0,776.904,485.564,8.659,114.605,197.061,51.689,0.153,0.283,11.632,38.459,0.208,22.867,21.564
507.518,158.353,0.0,0.0,842.115,310.823,13.236,110.352,171.888,64.094,0.0,0.459,6.612,11.556,0.0,18.846,14.901
601.868,81.201,6.052,38.756,702.82,735.709,14.453,86.901,151.072,73.72,0.096,0.069,1.008,0.0,32.223,26.913,33.409
407.67,145.431,0.0,10.397,1026.537,560.039,11.016,93.99,183.901,2.629,0.135,0.0,1.01,0.0,17.925,22.192,42.024
290.244,150.941,0.0,0.0,544.294,1333.013,12.537,77.567,106.86,6.464,0.0,0.0,0.0,0.0,0.0,19.738,26.643
1036.394,444.988,95.378,0.0,1364.089,0.0,12.946,149.559,202.113,449.231,0.242,0.0,0.0,0.0,41.022,25.316,47.93
494.326,168.226,13.685,0.0,634.731,776.436,14.412,126.591,226.642,10.254,0.0,0.188,1.595,0.0,13.665,21.95,35.165
424.778,129.75,0.0,1.772,884.686,623.434,9.995,93.723,198.556,0.0,0.316,0.264,6.369,25.935,24.863,21.531,44.606
91.828,900.665,0.46,207.276,755.982,0.0,13.307,159.771,293.403,23.886,0.568,0.0,0.0,20.294,22.573,19.863,114.434
572.307,82.809,0.0,32.313,1409.145,0.0,14.665,85.439,225.367,46.441,0.189,0.0,0.401,0.0,62.518,24.641,39.06
468.401,72.756,0.0,9.51,389.19,1320.047,16.438,95.68,170.42,11.488,0.0,0.076,1.953,0.0,69.446,20.964,47.826
432.794,85.916,0.717,0.0,662.847,984.258,15.156,102.782,196.185,0.0,0.0,0.01,1.842,0.0,60.014,21.709,47.308
394.784,122.373,0.0,23.597,463.414,1135.154,14.256,82.973,170.319,19.319,0.0,0.0,0.944,0.0,60.681,23.888,45.17
428.274,101.874,0.0,0.0,532.012,1122.409,13.313,66.256,112.401,36.653,0.0,0.125,0.835,0.0,0.0,24.467,28.861
496.322,81.735,0.54,16.458,526.694,950.506,13.394,97.084,195.948,0.0,0.062,0.0,1.763,0.0,29.015,22.9,38.175
183.545,206.223,2.323,20.203,669.63,1113.824,13.289,74.326,139.33,3.383,0.0,0.0,0.976,0.0,52.014,22.733,50.021
385.437,120.533,7.398,6.57,844.383,1238.72,13.332,72.192,189.475,0.0,0.011,0.0,0.543,0.0,96.35,22.94,49.917
409.957,554.44,37.908,50.451,584.19,196.083,11.681,183.947,347.373,38.643,0.967,0.0,11.217,96.018,33.454,18.184,89.441
483.991,129.67,4.827,0.0,1206.829,123.627,12.014,146.889,326.853,6.236,1.334,0.693,24.354,79.895,17.045,22.992,38.068
669.848,233.336,13.877,0.0,1156.114,203.503,13.242,79.178,95.385,266.582,0.0,0.0,0.0,0.0,10.495,25.045,24.145
560.878,41.807,3.133,27.815,531.831,917.563,15.57,86.692,151.485,27.656,0.008,0.0,1.005,0.0,24.429,23.77,32.332
84.983,286.389,5.48,599.41,522.2,401.247,13.106,180.171,294.569,20.118,0.0,0.0,1.771,0.0,26.21,18.831,54.2
435.189,104.54,0.0,1.688,651.352,986.796,10.154,72.013,124.195,35.076,0.062,0.034,0.0,0.0,0.0,24.614,26.76
449.138,161.109,17.908,19.704,604.707,597.629,14.902,116.216,177.656,36.731,0.101,0.0,2.439,0.0,40.037,24.238,47.679
226.684,208.398,0.0,0.0,705.237,814.181,8.385,68.726,148.085,9.457,0.0,0.113,0.0,0.0,24.647,21.9,42.104
419.074,931.396,53.401,233.76,536.404,0.0,12.865,255.322,441.95,27.295,1.242,0.0,4.622,52.368,28.184,19.711,132.105
397.443,287.555,33.411,0.0,687.161,630.374,12.476,118.854,222.297,44.439,0.375,0.0,4.231,10.883,14.769,22.508,50.649
202.467,231.583,0.0,3.58,717.227,1080.475,10.105,74.218,120.68,0.0,0.0,0.0,0.0,0.0,32.852,24.25,47.284
406.153,127.322,0.0,7.141,864.671,790.512,9.291,75.573,158.23,6.913,0.113,0.005,0.0,0.0,17.89,22.442,35.637
300.6,186.782,0.0,14.175,555.179,1112.112,10.714,75.291,136.876,12.009,0.0,0.0,0.0,0.0,55.3,24.01,44.063
429.548,97.155,5.168,21.232,693.403,1088.689,14.452,75.101,180.569,11.954,0.0,0.0,0.71,0.0,100.732,24.176,48.588
276.516,110.082,0.0,30.4,368.721,1112.797,15.601,111.085,149.743,0.0,0.0,0.0,0.563,0.0,31.804,19.785,43.228
0.0,98.796,0.0,948.635,337.046,559.118,13.008,226.049,360.219,38.434,0.0,0.0,0.0,0.0,12.866,22.035,33.83
431.749,112.995,6.091,20.526,895.366,747.559,13.905,86.271,218.046,0.0,0.148,0.0,1.115,0.0,57.25,23.94,43.911
304.592,133.363,0.0,32.789,491.731,1243.102,14.876,87.977,161.391,11.087,0.049,0.0,2.418,0.0,43.388,22.212,45.161
438.17,75.796,0.0,5.787,787.423,942.329,15.141,92.766,192.009,0.0,0.0,0.0,0.554,0.0,66.849,23.108,44.174
139.632,1027.105,22.122,292.574,634.373,0.0,13.707,197.301,338.525,32.441,0.829,0.0,7.213,76.374,14.202,20.968,138.671
205.422,173.258,0.0,148.647,541.886,1140.682,12.142,80.045,135.125,0.0,0.0,0.0,0.0,0.0,0.0,22.933,30.979
389.481,104.684,0.0,35.078,891.355,856.838,12.915,86.552,193.276,7.556,0.086,0.0,1.119,10.907,70.986,23.433,45.914
212.22,187.909,0.0,0.0,542.453,1378.277,10.681,69.032,127.733,0.909,0.0,0.0,0.0,0.0,26.888,21.3,40.509
601.514,441.354,90.749,23.603,317.948,568.715,10.597,247.531,349.781,28.18,0.278,0.486,8.186,0.0,24.548,19.432,69.909
396.267,100.002,0.0,25.433,681.076,996.37,12.661,84.384,174.735,4.899,0.045,0.0,0.972,0.0,49.091,21.744,40.009
395.007,154.729,0.43,0.0,1123.269,310.115,11.648,110.378,221.845,20.445,0.329,0.006,2.147,0.0,0.0,20.923,28.347
839.634,106.693,0.0,0.0,948.54,2.923,14.969,93.349,99.681,173.863,0.0,0.383,0.0,0.0,0.0,24.07,16.196
300.437,164.13,7.003,37.571,720.525,939.805,10.043,82.895,158.641,4.566,0.143,0.079,1.021,1.224,8.446,23.577,35.997
211.219,330.966,0.0,0.0,739.905,682.129,8.498,99.088,178.34,8.747,0.119,0.0,0.0,0.0,32.298,22.438,54.781
350.769,642.395,33.426,3.967,1214.295,0.0,13.729,181.975,376.555,20.292,1.786,0.0,3.466,16.725,48.114,23.537,109.411
592.713,81.8,0.0,41.189,598.391,667.952,14.524,94.008,149.189,41.521,0.0,0.0,0.825,0.0,13.812,24.03,28.07
404.882,114.571,0.0,8.637,1056.988,461.593,12.517,98.797,208.899,0.0,0.343,0.176,2.253,0.0,35.692,23.706,45.693
357.785,124.033,0.0,24.963,882.033,1011.917,8.032,81.775,155.75,0.0,0.078,0.031,0.0,0.0,30.016,23.106,40.067
418.104,85.606,0.0,0.0,901.166,815.233,13.39,87.918,193.921,0.0,0.174,0.0,0.329,0.0,0.0,21.731,29.469
358.445,117.512,5.189,0.0,548.181,1152.862,12.705,90.782,170.808,5.129,0.0,0.0,1.342,0.0,6.582,21.258,33.454
773.208,629.016,137.705,18.037,224.171,532.494,10.686,259.305,417.179,78.608,0.939,0.582,24.381,132.366,28.655,18.404,106.386
521.3,560.43,30.849,83.726,593.972,0.0,12.399,205.979,342.033,37.311,1.153,0.564,14.502,63.759,14.897,22.719,101.9
299.101,170.681,0.0,36.583,672.459,1040.09,11.303,87.704,162.874,6.108,0.033,0.002,0.398,0.0,93.74,23.02,54.314
333.439,202.474,3.609,48.335,679.11,646.884,8.55,92.372,195.262,14.324,0.16,0.185,3.109,3.054,7.85,22.311,41.83
460.856,169.652,0.0,0.0,965.309,462.08,11.017,100.942,203.824,0.0,0.208,0.031,1.805,0.0,5.156,21.7,36.003
544.128,148.084,19.385,66.085,836.48,431.83,13.297,76.39,150.846,95.031,0.071,0.0,0.0,0.0,62.761,24.086,44.054
531.808,136.184,0.714,0.0,505.106,628.495,14.346,120.186,199.498,34.045,0.109,0.3,1.573,0.0,8.625,22.17,26.237
373.45,133.201,0.248,32.241,858.246,846.655,9.432,81.742,169.702,1.761,0.113,0.028,0.247,13.923,60.168,23.78,46.191
357.753,162.569,0.0,0.0,871.888,682.85,7.465,85.763,151.74,16.379,0.065,0.092,0.264,0.0,2.499,23.13,29.748
365.84,119.732,0.0,0.0,707.304,1197.825,12.62,71.815,178.65,0.389,0.0,0.0,0.813,0.0,73.197,23.004,45.823
151.705,941.758,54.525,61.816,850.578,0.0,13.379,160.643,321.348,127.683,0.593,0.0,0.0,14.195,36.32,23.324,128.792
162.656,337.279,4.32,61.371,829.711,633.0,13.149,86.681,176.449,9.925,0.06,0.061,3.197,10.287,61.173,22.812,64.506
486.405,93.252,5.897,26.9,862.961,388.021,13.458,91.536,163.27,73.459,0.081,0.0,1.891,0.0,3.563,22.264,20.692
464.897,89.979,7.482,11.766,707.307,846.769,13.377,80.455,176.217,46.886,0.081,0.0,1.86,0.0,13.238,22.479,29.122
294.579,201.949,0.0,10.449,1050.008,666.48,9.319,80.746,165.223,7.635,0.022,0.143,0.0,2.424,47.683,23.861,49.584
287.862,193.403,10.893,0.221,784.003,744.745,10.379,87.819,177.45,0.926,0.224,0.005,1.84,0.0,9.071,23.96,37.815
237.462,242.478,2.777,101.866,610.828,574.741,13.699,104.965,194.376,9.011,0.001,0.097,2.013,0.0,23.058,24.57,48.157
521.379,678.769,80.009,55.18,149.076,378.661,12.904,230.788,402.882,56.535,1.558,0.506,27.961,175.52,29.655,21.641,125.725
435.821,134.613,0.0,3.512,1255.454,231.304,12.19,95.926,253.43,0.0,0.562,0.0,2.434,0.0,20.346,23.579,38.421
268.194,159.08,0.0,17.215,792.844,868.692,6.026,72.718,133.833,0.0,0.0,0.037,0.0,0.0,44.596,21.575,40.371
332.541,141.548,0.0,19.331,688.194,992.843,9.068,82.953,150.008,1.101,-0.0,0.0,0.336,0.0,79.249,23.668,48.213
601.014,344.806,64.238,0.0,846.27,213.579,12.162,152.871,199.122,139.613,0.146,0.084,0.0,0.0,24.932,21.018,47.468
164.974,246.739,0.0,0.0,730.509,1006.464,8.37,70.488,131.565,3.677,0.0,0.066,0.0,0.0,30.775,21.262,43.097
476.852,17.874,0.0,0.0,410.938,1172.966,14.286,79.683,127.644,19.78,0.0,0.105,1.157,0.0,38.352,22.778,34.594
384.298,103.378,0.0,2.476,692.451,1078.033,9.855,79.622,179.756,0.0,0.046,0.0,1.402,2.761,29.394,21.766,37.877
491.485,435.762,44.577,47.943,748.67,0.0,11.581,198.921,352.997,20.686,1.497,0.163,14.753,70.961,17.361,21.661,80.909
447.352,89.351,0.0,32.023,546.574,1154.83,14.194,90.033,171.835,0.0,0.011,0.0,2.256,0.0,89.545,24.714,49.478
476.918,92.618,1.712,56.793,535.451,1011.672,13.242,80.178,181.624,13.417,0.087,0.0,2.087,0.0,86.83,25.361,48.697
324.662,83.743,0.0,0.0,498.999,1387.847,15.047,79.261,128.95,0.0,0.0,0.033,0.368,0.0,57.329,21.939,40.802
252.647,127.46,5.547,73.911,611.227,978.436,13.45,97.429,171.492,17.8,0.067,0.03,2.375,0.0,18.091,21.812,39.907
411.146,132.075,7.181,0.0,775.872,721.884,14.541,104.281,211.535,5.043,0.073,0.0,1.941,0.0,34.988,20.583,38.703
257.268,393.517,9.484,8.957,830.921,676.656,12.134,87.179,187.076,80.088,0.0,0.0,1.451,0.0,75.605,27.317,66.746
432.284,115.967,3.485,37.544,586.174,895.792,13.344,81.843,169.015,21.12,0.11,0.0,1.918,0.0,60.783,25.315,43.572
487.346,251.835,9.278,0.0,1379.267,0.0,12.634,100.656,221.901,142.211,0.614,0.0,5.487,36.637,16.341,25.9,30.915
346.981,152.916,1.758,36.379,952.932,681.136,10.308,85.638,205.088,0.0,0.239,0.0,2.532,0.826,56.487,25.004,50.273
371.934,121.789,0.0,0.0,999.264,690.993,10.668,81.888,183.144,0.0,0.159,0.079,0.238,0.0,26.918,21.978,39.356
431.914,555.822,83.934,52.673,767.614,0.0,12.768,163.995,308.377,61.176,0.284,0.0,5.004,28.972,33.726,22.361,93.352
454.507,185.916,18.241,0.0,530.322,732.352,12.543,126.714,213.315,20.656,0.146,0.07,8.749,57.395,24.663,22.986,40.755
363.495,73.946,0.0,0.0,728.715,1128.1,11.609,76.199,168.973,0.0,0.0,0.0,0.0,0.0,45.406,21.806,34.075
442.445,811.438,65.33,70.694,385.404,389.745,13.73,192.801,392.068,94.537,1.489,0.148,25.417,201.398,20.891,21.971,139.397
438.932,179.782,0.0,0.0,593.35,1073.566,10.739,106.012,216.189,0.0,0.178,0.0,15.33,67.398,2.758,20.275,25.294
542.529,120.454,15.778,25.28,910.526,532.24,14.989,69.715,179.754,95.667,0.0,0.0,1.234,0.0,119.359,24.802,47.715
514.784,80.21,0.0,0.0,1103.607,237.941,14.498,102.485,228.943,0.0,0.329,0.0,1.584,0.0,14.189,20.93,35.295
494.103,107.209,1.013,56.508,654.662,776.806,12.171,82.675,160.133,53.521,0.2,0.0,0.377,0.0,68.067,25.822,43.938
493.902,485.273,61.353,0.0,794.057,0.0,10.925,186.38,353.54,27.833,1.327,0.0,3.701,9.039,22.546,22.776,79.632
315.905,284.28,1.385,5.823,1274.676,52.335,11.209,101.569,240.178,0.0,0.535,0.017,0.492,0.0,79.082,25.093,65.586
236.496,253.003,0.0,0.0,767.723,801.811,7.53,80.992,144.181,5.892,0.0,0.0,0.0,0.0,27.016,21.575,42.214
830.314,779.465,157.912,0.0,1086.35,0.0,12.991,181.06,301.989,386.39,0.582,0.0,0.0,0.0,53.534,22.732,97.056
443.41,87.5,0.0,6.033,354.136,1010.197,15.478,86.844,151.068,7.498,0.089,0.0,2.491,0.0,48.59,24.231,48.724
280.852,180.305,0.0,19.517,766.485,961.364,5.843,73.307,123.25,0.0,0.0,0.0,0.0,0.0,65.098,22.247,46.448
436.393,70.93,0.0,11.098,511.927,1312.441,15.975,95.188,167.468,20.798,0.0,0.134,1.327,0.0,63.046,23.379,46.694
475.957,76.974,0.0,0.0,895.32,626.663,13.996,88.443,211.581,0.0,0.12,0.0,0.589,0.0,19.717,21.853,35.866
455.856,113.875,0.0,49.046,681.918,1077.538,13.753,94.96,195.051,8.715,0.098,0.0,2.417,0.0,89.85,23.725,52.539
257.836,121.299,0.0,122.655,531.683,1041.743,11.984,94.767,176.323,3.802,0.007,0.054,0.711,0.0,0.0,23.417,34.407
577.038,175.619,16.227,0.0,746.573,792.193,11.034,147.847,287.171,76.484,0.864,0.058,25.448,125.086,19.944,20.374,28.418
497.269,126.546,0.0,0.0,878.611,566.559,12.521,76.712,151.553,42.457,0.06,0.0,0.414,0.0,0.0,22.836,20.417
227.349,589.65,69.686,189.289,633.757,87.638,13.629,167.77,267.539,31.265,0.0,0.0,0.0,0.0,29.64,21.23,91.262
389.128,104.221,0.0,0.0,840.572,836.754,12.145,91.934,169.025,0.0,0.148,0.0,1.764,0.0,0.0,20.386,27.038
102.896,1054.347,1.247,87.319,873.543,0.0,14.061,164.372,334.38,20.674,0.91,0.035,0.692,29.29,41.494,25.096,127.194
312.055,131.279,0.0,0.0,762.658,902.636,11.84,84.692,174.605,9.265,0.085,0.063,0.544,0.0,12.605,22.025,34.284
1132.206,635.102,149.442,51.553,0.0,733.503,8.089,354.211,583.851,23.611,1.109,1.196,42.45,209.889,31.573,15.363,108.555
421.547,87.027,0.0,22.298,787.356,891.414,12.364,83.685,174.019,3.457,0.0,0.0,0.0,0.0,32.564,22.848,35.842
504.561,105.911,1.804,41.05,709.869,664.578,11.306,80.138,155.358,34.215,0.146,0.176,1.344,0.0,19.631,23.05,32.958
229.597,335.408,7.696,10.394,700.298,781.153,11.635,88.843,181.183,47.925,0.0,0.0,0.0,0.0,32.686,22.03,55.606
556.975,126.724,0.128,0.0,420.129,877.294,11.346,160.104,284.693,4.622,0.0,0.385,15.008,49.256,5.852,17.24,16.881
260.996,233.874,0.0,8.372,677.835,1017.88,13.79,88.346,191.603,5.294,0.0,0.0,0.0,0.0,72.029,22.924,54.655
304.142,140.236,0.0,0.0,651.702,1090.93,11.391,58.404,125.355,18.359,0.0,0.0,0.0,0.0,0.0,22.972,27.574
166.729,593.504,6.127,38.945,672.74,441.529,15.848,113.157,260.547,8.917,0.0,0.0,0.0,0.0,134.848,22.55,107.663
461.897,815.871,65.938,66.008,399.36,4.016,12.089,224.925,398.008,15.068,1.078,0.061,14.734,94.71,19.545,20.214,125.451
316.519,154.953,0.0,6.721,525.666,1265.344,11.678,66.79,140.521,0.0,0.0,0.0,0.042,0.0,37.773,22.556,40.252
566.57,55.396,0.0,21.196,465.442,1081.048,17.19,107.083,210.132,5.256,0.0,0.0,0.853,0.0,101.563,22.22,51.766
387.033,106.797,0.834,4.228,809.282,1130.517,14.986,71.697,191.574,0.0,0.0,0.0,0.496,0.0,111.836,22.684,54.482
789.728,394.839,94.824,51.043,231.364,416.103,8.729,311.686,471.532,2.05,0.131,0.781,15.875,37.455,23.129,14.68,70.381
395.232,124.141,1.01,20.213,781.286,852.11,9.319,75.406,137.598,10.255,0.035,0.0,0.57,0.0,20.562,21.876,34.852
202.665,616.119,36.424,33.029,711.775,529.53,15.156,120.773,227.106,27.409,0.014,0.0,0.061,0.0,87.464,21.214,99.809
205.65,273.639,0.0,12.349,769.138,976.781,6.815,77.094,152.359,4.567,0.0,0.0,0.0,0.0,59.687,19.653,48.119
359.144,113.205,0.0,0.0,475.088,1336.752,14.381,82.508,158.334,5.573,0.0,0.001,0.62,0.0,66.923,21.895,45.665
511.448,636.576,105.715,23.725,502.636,283.58,12.673,219.557,309.669,37.27,0.0,0.0,0.0,0.0,27.774,20.404,87.479
326.532,150.854,0.0,29.414,694.083,1097.062,9.309,81.356,153.385,2.51,0.0,0.0,0.571,0.0,89.55,23.596,49.302
353.201,144.73,0.0,10.149,704.027,1359.228,10.964,70.987,159.396,8.114,0.0,0.183,1.116,0.0,95.956,24.84,48.542
777.496,391.951,121.428,21.239,143.803,418.918,8.726,298.441,467.28,46.438,0.168,0.662,8.953,0.0,37.089,19.361,63.083
386.166,823.673,87.46,60.364,573.827,157.347,12.458,203.413,331.774,60.431,0.397,0.0,3.116,6.394,25.477,16.234,121.167
419.138,92.825,0.0,26.593,570.207,1223.474,12.768,88.024,164.854,8.269,0.0,0.0,0.916,0.0,69.035,23.327,44.681
428.565,200.631,5.739,0.0,862.204,705.215,9.584,108.104,236.11,35.646,0.093,0.271,13.833,61.001,21.013,22.042,41.199
286.521,197.327,5.421,0.0,751.714,670.069,10.775,85.813,190.354,19.362,0.019,0.0,4.061,5.778,29.808,21.975,43.56
237.224,232.081,0.0,0.0,690.316,1066.655,11.162,76.969,154.962,0.0,0.0,0.0,0.0,0.0,31.957,22.688,44.458
255.758,222.242,0.0,0.0,820.47,930.354,5.114,61.537,117.72,0.68,0.0,0.0,0.0,0.0,73.426,22.654,49.622
970.898,924.122,230.615,0.0,418.988,0.0,10.573,313.656,462.636,188.336,0.568,0.3,12.169,29.99,41.937,23.346,125.403
545.949,80.203,3.957,71.707,657.017,688.24,13.715,92.811,148.515,47.832,0.139,0.036,1.353,0.0,60.251,25.844,42.459
331.027,122.351,0.0,0.0,720.533,1124.304,13.853,76.113,159.731,0.0,0.0,0.0,0.511,0.0,40.171,21.368,41.475
239.063,247.036,0.0,0.0,721.346,932.059,3.978,70.892,121.272,0.849,0.0,0.039,0.0,0.0,28.339,22.185,41.488
272.955,196.755,0.0,0.0,706.958,918.45,4.928,77.937,134.851,0.0,0.0,0.0,0.0,0.0,48.547,22.152,44.109
335.916,138.696,0.0,24.887,802.15,821.694,10.189,83.944,155.131,10.253,0.059,0.0,0.0,0.481,10.226,22.532,38.511
488.59,190.374,16.393,25.274,1038.709,392.333,12.791,76.444,151.429,141.872,0.075,0.0,0.625,0.0,61.954,26.867,39.257
330.261,164.264,0.0,13.163,904.534,736.126,7.862,75.188,127.411,61.382,0.0,0.0,0.035,0.0,64.457,22.823,41.666
132.238,306.286,0.0,82.042,691.848,977.339,13.046,81.831,154.907,3.832,0.0,0.0,0.658,0.0,50.628,22.419,51.259
348.253,113.142,0.0,14.187,686.841,953.971,8.806,73.011,157.694,5.231,0.0,0.0,0.097,0.0,20.158,22.523,36.291
251.194,286.937,2.22,0.0,645.23,904.837,12.599,93.602,175.475,8.476,0.068,0.035,1.858,1.058,11.335,21.475,46.855
347.016,385.185,4.034,969.976,426.193,0.0,12.277,320.968,556.851,20.397,0.13,0.19,7.189,0.0,32.948,21.607,66.627
301.847,145.181,0.0,0.0,586.494,1193.375,13.022,74.647,144.722,0.0,0.0,0.0,0.0,0.0,30.18,21.731,38.679
215.445,275.82,0.0,169.097,651.123,649.908,11.102,133.047,234.155,22.454,0.064,0.202,2.177,0.0,8.873,20.189,36.807
506.978,351.271,4.007,0.0,1931.998,0.0,12.013,165.995,419.013,0.0,2.337,0.265,5.547,0.0,33.843,22.982,78.834
241.43,163.367,15.86,130.017,725.241,838.434,13.134,106.488,201.414,33.46,0.127,0.308,3.103,0.0,36.645,25.272,44.975
378.986,163.296,0.0,36.579,759.063,764.424,11.079,79.762,172.043,63.852,0.0,0.0,0.0,0.0,78.888,23.857,45.512
328.381,174.389,0.864,0.0,616.245,850.756,7.107,86.527,147.836,0.0,0.05,0.093,7.422,32.338,15.346,21.135,42.441
488.664,51.255,2.049,0.0,428.156,1279.537,15.494,83.59,161.476,0.0,0.0,0.0,1.129,0.0,30.012,22.59,38.84
951.433,245.278,17.002,1.448,1418.594,0.0,14.632,78.493,80.03,402.431,0.0,0.023,0.0,0.0,12.379,24.983,17.556
322.476,160.392,2.555,9.332,659.163,1215.224,14.773,82.184,162.991,5.312,0.0,0.0,0.539,0.0,116.98,21.902,54.447
249.514,352.233,5.362,0.0,857.631,414.326,8.292,114.278,200.287,14.328,0.191,0.0,0.0,4.742,40.792,21.929,66.671
364.548,172.9,11.908,0.0,831.157,723.218,11.536,96.847,193.106,23.871,0.138,0.0,0.153,0.0,0.0,20.344,31.73
430.95,51.323,1.099,18.135,201.281,1315.819,15.182,104.255,158.296,12.466,0.07,0.119,0.669,0.0,0.0,23.324,37.86
